time/total_timesteps,train/learning_rate,time/time_elapsed,time/episodes,train/n_updates,rollout/ep_rew_mean,train/ent_coef_loss,train/ent_coef,rollout/ep_len_mean,train/actor_loss,time/fps,train/critic_loss
488137,0.0003,9464,588,488036,308.11119296,0.23116248846054077,0.0070516811683773994,825.44,-26.893651962280273,51,0.18281444907188416
491418,0.0003,9537,592,491317,308.26461775999996,0.3459874987602234,0.007214952725917101,824.56,-26.332048416137695,51,4.228641986846924
494696,0.0003,9613,596,494595,308.36919446,1.0973587036132812,0.006830410100519657,824.01,-26.673425674438477,51,4.099863052368164
497982,0.0003,9690,600,497881,308.46423595,0.6179057359695435,0.0067489249631762505,823.32,-27.063928604125977,51,0.18816179037094116
500576,0.0003,9751,604,500475,302.90382539999996,1.8231388330459595,0.007192532531917095,815.48,-27.26229476928711,51,0.12004081904888153
501940,0.0003,9782,608,501839,291.62200451999996,-1.5827760696411133,0.006787254940718412,795.15,-27.915616989135742,51,0.20990528166294098
505255,0.0003,9861,612,505154,294.44218712,-0.029689719900488853,0.0067261820659041405,798.29,-27.86572265625,51,0.059002965688705444
508598,0.0003,9937,616,508497,294.58802218,0.5843442678451538,0.0074836453422904015,797.74,-27.777795791625977,51,0.23722516000270844
511894,0.0003,10011,620,511793,294.72672566999995,1.4073851108551025,0.006929499562829733,797.92,-27.33568000793457,51,8.669623374938965
515115,0.0003,10082,624,515014,294.84403199,-0.4135854244232178,0.006962318904697895,797.46,-28.013084411621094,51,0.1014765202999115
518364,0.0003,10153,628,518263,294.9638452,-0.6644551753997803,0.007300000637769699,796.58,-28.630020141601562,51,0.17155241966247559
521491,0.0003,10221,632,521390,293.46107073,-0.5025447607040405,0.0070061092264950275,794.52,-27.616249084472656,51,0.13204994797706604
524774,0.0003,10293,636,524673,293.51476574000003,1.6420016288757324,0.0069777765311300755,794.55,-27.33216094970703,50,0.10686559975147247
528048,0.0003,10365,640,527947,293.577385,-1.7752046585083008,0.00682816980406642,793.77,-28.991470336914062,50,0.13603660464286804
531356,0.0003,10438,644,531255,296.04458552,0.7492066621780396,0.006599401589483023,796.75,-26.96836280822754,50,4.439214706420898
534688,0.0003,10510,648,534587,296.07670562,1.1044198274612427,0.006630151532590389,796.61,-28.020368576049805,50,0.20200178027153015
